;;PZ_AP_13;;;;;;;PZ_AP_29_S;;;;;;;PZ_AP_30_R;;;;;;;PZ_AP_31_R;;;;;;;PZ_AP_32_S;;;;;;;PZ_AP_33_R;;;;;;;PZ_AP_34_S;;;;;;FJ-24;;;;;;;SM-29;;;;;;;SM-30;;;;;;;SM-32;;;;;;;INA_AP_13;;;;;;;GST-APAM-01;;;;;;;GST-APAM-03;;;;;;;INA_AP_22;;;;;;;GST-APAM-05;;;;;;;INA_AP_21;;;;;;;GST-APAM-04;;;;;;;INA_AP_26;;;;;;;;GST-APAM-06;;;;;;;GST-APAM-02;;;;;
DATA;;Leitura ;Cota ;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota ;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota ;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota ;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota ;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota ;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota ;Terreno;Boca ;Fundo;Pronfundidade ;Leitura ;Cota;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota ;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota ;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota ;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota;Terreno;Boca ;Fundo;Pronfundidade ;;;Leitura ;Cota;Terreno;Boca ;Fundo;Pronfundidade ;;Leitura ;Cota;Terreno;Boca ;Fundo;Pronfundidade 
22/03/2021;;14,73;938,97;953,04;953,70;927,51;26,19;;12,60;964,22;976,42;976,82;955,42;21,40;;15,87;960,78;976,23;976,65;922,25;54,40;;23,52;1009,83;1032,82;1033,35;968,55;64,80;;25,34;1008,06;1032,96;1033,40;996,20;37,20;;25,09;987,79;1012,58;1012,88;960,58;52,30;;22,30;990,57;1012,56;1012,87;989,72;23,15;;;;;;;;7,72;949,16;955,88;956,88;949,77;7,11;;9,70;964,67;973,19;974,37;962,81;11,56;;6,94;966,96;972,88;973,90;965,60;8,30;;6,55;947,24;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;11,44;945,07;955,68;956,51;940,96;15,55;;;;;;;;;15,35;924,20;938,68;939,55;914,85;24,70;;;;;;;;;20,81;920,84;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
19/04/2021;;14,95;938,75;953,04;953,70;927,51;26,19;;12,72;964,10;976,42;976,82;955,42;21,40;;15,96;960,69;976,23;976,65;922,25;54,40;;23,57;1009,78;1032,82;1033,35;968,55;64,80;;25,35;1008,05;1032,96;1033,40;996,20;37,20;;25,11;987,77;1012,58;1012,88;960,58;52,30;;22,31;990,56;1012,56;1012,87;989,72;23,15;;;;;;;;6,75;950,13;955,88;956,88;949,77;7,11;;9,51;964,86;973,19;974,37;962,81;11,56;;7,05;966,85;972,88;973,90;965,60;8,30;;6,89;946,90;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;11,53;944,98;955,68;956,51;940,96;15,55;;;;;;;;;15,73;923,82;938,68;939,55;914,85;24,70;;;;;;;;;20,90;920,75;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
03/05/2021;;15,14;938,56;953,04;953,70;927,51;26,19;;12,83;963,99;976,42;976,82;955,42;21,40;;16,05;960,60;976,23;976,65;922,25;54,40;;23,46;1009,89;1032,82;1033,35;968,55;64,80;;25,31;1008,09;1032,96;1033,40;996,20;37,20;;25,08;987,80;1012,58;1012,88;960,58;52,30;;22,32;990,55;1012,56;1012,87;989,72;23,15;;;;;;;;6,81;950,07;955,88;956,88;949,77;7,11;;9,46;964,91;973,19;974,37;962,81;11,56;;7,31;966,59;972,88;973,90;965,60;8,30;;7,19;946,60;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;11,59;944,92;955,68;956,51;940,96;15,55;;;;;;;;;16,16;923,39;938,68;939,55;914,85;24,70;;;;;;;;;20,96;920,69;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
18/05/2021;;15,45;938,25;953,04;953,70;927,51;26,19;;;;976,42;976,82;955,42;21,40;;;;976,23;976,65;922,25;54,40;;;;1032,82;1033,35;968,55;64,80;;;1033,40;1032,96;1033,40;996,20;37,20;;;;1012,58;1012,88;960,58;52,30;;;;1012,56;1012,87;989,72;23,15;;;;;;;;6,75;950,13;955,88;956,88;949,77;7,11;;9,48;964,89;973,19;974,37;962,81;11,56;;7,52;966,38;972,88;973,90;965,60;8,30;;7,48;946,31;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;11,65;944,86;955,68;956,51;940,96;15,55;;;;;;;;;16,33;923,22;938,68;939,55;914,85;24,70;;;;;;;;;21,05;920,60;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
31/05/2021;;15,72;937,98;953,04;953,70;927,51;26,19;;14,16;962,66;976,42;976,82;955,42;21,40;;17,33;959,32;976,23;976,65;922,25;54,40;;23,43;1009,92;1032,82;1033,35;968,55;64,80;;25,30;1008,10;1032,96;1033,40;996,20;37,20;;25,21;987,67;1012,58;1012,88;960,58;52,30;;22,36;990,51;1012,56;1012,87;989,72;23,15;;;;;;;;6,74;950,14;955,88;956,88;949,77;7,11;;9,49;964,88;973,19;974,37;962,81;11,56;;7,76;966,14;972,88;973,90;965,60;8,30;;7,84;945,95;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;11,73;944,78;955,68;956,51;940,96;15,55;;;;;;;;;16,72;922,83;938,68;939,55;914,85;24,70;;;;;;;;;21,13;920,52;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
14/06/2021;;15,96;937,74;953,04;953,70;927,51;26,19;;13,16;963,66;976,42;976,82;955,42;21,40;;16,31;960,34;976,23;976,65;922,25;54,40;;23,42;1009,93;1032,82;1033,35;968,55;64,80;;25,29;1008,11;1032,96;1033,40;996,20;37,20;;25,24;987,64;1012,58;1012,88;960,58;52,30;;22,35;990,52;1012,56;1012,87;989,72;23,15;;;;;;;;6,75;950,13;955,88;956,88;949,77;7,11;;9,31;965,06;973,19;974,37;962,81;11,56;;7,96;965,94;972,88;973,90;965,60;8,30;;8,13;945,66;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;11,81;944,70;955,68;956,51;940,96;15,55;;;;;;;;;16,71;922,84;938,68;939,55;914,85;24,70;;;;;;;;;21,22;920,43;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
28/06/2021;;16,21;937,49;953,04;953,70;927,51;26,19;;13,16;963,66;976,42;976,82;955,42;21,40;;16,31;960,34;976,23;976,65;922,25;54,40;;23,42;1009,93;1032,82;1033,35;968,55;64,80;;25,29;1008,11;1032,96;1033,40;996,20;37,20;;25,24;987,64;1012,58;1012,88;960,58;52,30;;22,35;990,52;1012,56;1012,87;989,72;23,15;;;;;;;;6,78;950,10;955,88;956,88;949,77;7,11;;9,32;965,05;973,19;974,37;962,81;11,56;;8,18;965,72;972,88;973,90;965,60;8,30;;8,35;945,44;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;11,89;944,62;955,68;956,51;940,96;15,55;;;;;;;;;20,47;919,08;938,68;939,55;914,85;24,70;;;;;;;;;21,33;920,32;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
12/07/2021;;16,37;937,33;953,04;953,70;927,51;26,19;;13,36;963,46;976,42;976,82;955,42;21,40;;16,51;960,14;976,23;976,65;922,25;54,40;;23,47;1009,88;1032,82;1033,35;968,55;64,80;;25,29;1008,11;1032,96;1033,40;996,20;37,20;;25,47;987,41;1012,58;1012,88;960,58;52,30;;22,27;990,60;1012,56;1012,87;989,72;23,15;;;;;;;;6,78;950,10;955,88;956,88;949,77;7,11;;9,51;964,86;973,19;974,37;962,81;11,56;;8,32;965,58;972,88;973,90;965,60;8,30;;8,57;945,22;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;11,96;944,55;955,68;956,51;940,96;15,55;;;;;;;;;20,57;918,98;938,68;939,55;914,85;24,70;;;;;;;;;21,41;920,24;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
26/07/2021;;16,61;937,09;953,04;953,70;927,51;26,19;;13,49;963,33;976,42;976,82;955,42;21,40;;16,85;959,80;976,23;976,65;922,25;54,40;;23,53;1009,82;1032,82;1033,35;968,55;64,80;;25,44;1007,96;1032,96;1033,40;996,20;37,20;;25,47;987,41;1012,58;1012,88;960,58;52,30;;22,29;990,58;1012,56;1012,87;989,72;23,15;;;;;;;;6,75;950,13;955,88;956,88;949,77;7,11;;9,52;964,85;973,19;974,37;962,81;11,56;;8,64;965,26;972,88;973,90;965,60;8,30;;8,94;944,85;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;12,11;944,40;955,68;956,51;940,96;15,55;;;;;;;;;20,87;918,68;938,68;939,55;914,85;24,70;;;;;;;;;21,55;920,10;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
09/08/2021;;16,83;936,87;953,04;953,70;927,51;26,19;;13,59;963,23;976,42;976,82;955,42;21,40;;16,97;959,68;976,23;976,65;922,25;54,40;;23,61;1009,74;1032,82;1033,35;968,55;64,80;;25,52;1007,88;1032,96;1033,40;996,20;37,20;;25,79;987,09;1012,58;1012,88;960,58;52,30;;22,26;990,61;1012,56;1012,87;989,72;23,15;;;;;;;;6,73;950,15;955,88;956,88;949,77;7,11;;9,52;964,85;973,19;974,37;962,81;11,56;;8,85;965,05;972,88;973,90;965,60;8,30;;8,95;944,84;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;12,22;944,29;955,68;956,51;940,96;15,55;;;;;;;;;21,02;918,53;938,68;939,55;914,85;24,70;;;;;;;;;21,68;919,97;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
23/08/2021;;16,94;936,76;953,04;953,70;927,51;26,19;;13,49;963,33;976,42;976,82;955,42;21,40;;16,35;960,30;976,23;976,65;922,25;54,40;;23,69;1009,66;1032,82;1033,35;968,55;64,80;;25,59;1007,81;1032,96;1033,40;996,20;37,20;;25,71;987,17;1012,58;1012,88;960,58;52,30;;22,26;990,61;1012,56;1012,87;989,72;23,15;;;;;;;;6,72;950,16;955,88;956,88;949,77;7,11;;9,51;964,86;973,19;974,37;962,81;11,56;;9,02;964,88;972,88;973,90;965,60;8,30;;8,95;944,84;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;12,01;944,50;955,68;956,51;940,96;15,55;;;;;;;;;21,07;918,48;938,68;939,55;914,85;24,70;;;;;;;;;21,51;920,14;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
13/09/2021;;16,47;937,23;953,04;953,70;927,51;26,19;;13,25;963,57;976,42;976,82;955,42;21,40;;16,23;960,42;976,23;976,65;922,25;54,40;;23,77;1009,58;1032,82;1033,35;968,55;64,80;;25,67;1007,73;1032,96;1033,40;996,20;37,20;;25,85;987,03;1012,58;1012,88;960,58;52,30;;22,24;990,63;1012,56;1012,87;989,72;23,15;;;;;;;;6,74;950,14;955,88;956,88;949,77;7,11;;9,49;964,88;973,19;974,37;962,81;11,56;;7,89;966,01;972,88;973,90;965,60;8,30;;8,14;945,65;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;11,59;944,92;955,68;956,51;940,96;15,55;;;;;;;;;20,33;919,22;938,68;939,55;914,85;24,70;;;;;;;;;21,36;920,29;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
28/09/2021;;16,45;937,25;953,04;953,70;927,51;26,19;;13,11;963,71;976,42;976,82;955,42;21,40;;16,16;960,49;976,23;976,65;922,25;54,40;;23,86;1009,49;1032,82;1033,35;968,55;64,80;;25,75;1007,65;1032,96;1033,40;996,20;37,20;;26,06;986,82;1012,58;1012,88;960,58;52,30;;22,26;990,61;1012,56;1012,87;989,72;23,15;;;;;;;;6,75;950,13;955,88;956,88;949,77;7,11;;9,51;964,86;973,19;974,37;962,81;11,56;;7,85;966,05;972,88;973,90;965,60;8,30;;7,81;945,98;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;11,76;944,75;955,68;956,51;940,96;15,55;;;;;;;;;15,55;924,00;938,68;939,55;914,85;24,70;;;;;;;;;21,31;920,34;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
26/10/2021;;15,71;937,99;953,04;953,70;927,51;26,19;;12,92;963,90;976,42;976,82;955,42;21,40;;16,11;960,54;976,23;976,65;922,25;54,40;;23,86;1009,49;1032,82;1033,35;968,55;64,80;;25,76;1007,64;1032,96;1033,40;996,20;37,20;;25,91;986,97;1012,58;1012,88;960,58;52,30;;22,26;990,61;1012,56;1012,87;989,72;23,15;;;;;;;;6,74;950,14;955,88;956,88;949,77;7,11;;9,52;964,85;973,19;974,37;962,81;11,56;;6,57;967,33;972,88;973,90;965,60;8,30;;6,84;946,95;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;11,41;945,10;955,68;956,51;940,96;15,55;;;;;;;;;7,23;932,32;938,68;939,55;914,85;24,70;;;;;;;;;16,04;925,61;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
16/11/2021;;15,21;938,49;953,04;953,70;927,51;26,19;;12,52;964,30;976,42;976,82;955,42;21,40;;15,65;961,00;976,23;976,65;922,25;54,40;;23,81;1009,54;1032,82;1033,35;968,55;64,80;;25,81;1007,59;1032,96;1033,40;996,20;37,20;;25,81;987,07;1012,58;1012,88;960,58;52,30;;22,28;990,59;1012,56;1012,87;989,72;23,15;;;;;;;;6,55;950,33;955,88;956,88;949,77;7,11;;9,51;964,86;973,19;974,37;962,81;11,56;;6,65;967,25;972,88;973,90;965,60;8,30;;5,69;948,10;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;11,31;945,20;955,68;956,51;940,96;15,55;;;;;;;;;7,51;932,04;938,68;939,55;914,85;24,70;;;;;;;;;21,04;920,61;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
01/12/2021;;13,81;939,89;953,04;953,70;927,51;26,19;;11,41;965,41;976,42;976,82;955,42;21,40;;14,47;962,18;976,23;976,65;922,25;54,40;;23,81;1009,54;1032,82;1033,35;968,55;64,80;;25,63;1007,77;1032,96;1033,40;996,20;37,20;;25,52;987,36;1012,58;1012,88;960,58;52,30;;22,26;990,61;1012,56;1012,87;989,72;23,15;;;;;;;;5,89;950,99;955,88;956,88;949,77;7,11;;9,77;964,60;973,19;974,37;962,81;11,56;;5,48;968,42;972,88;973,90;965,60;8,30;;6,83;946,96;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;10,31;946,20;955,68;956,51;940,96;15,55;;;;;;;;;7,05;932,50;938,68;939,55;914,85;24,70;;;;;;;;;12,67;928,98;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
13/12/2021;;12,51;941,19;953,04;953,70;927,51;26,19;;11,91;964,91;976,42;976,82;955,42;21,40;;14,96;961,69;976,23;976,65;922,25;54,40;;24,03;1009,32;1032,82;1033,35;968,55;64,80;;25,83;1007,57;1032,96;1033,40;996,20;37,20;;25,52;987,36;1012,58;1012,88;960,58;52,30;;22,28;990,59;1012,56;1012,87;989,72;23,15;;;;;;;;5,83;951,05;955,88;956,88;949,77;7,11;;9,41;964,96;973,19;974,37;962,81;11,56;;6,01;967,89;972,88;973,90;965,60;8,30;;4,51;949,28;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;9,81;946,70;955,68;956,51;940,96;15,55;;;;;;;;;7,57;931,98;938,68;939,55;914,85;24,70;;;;;;;;;20,41;921,24;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
27/12/2021;;12,11;941,59;953,04;953,70;927,51;26,19;;12,05;964,77;976,42;976,82;955,42;21,40;;15,19;961,46;976,23;976,65;922,25;54,40;;23,85;1009,50;1032,82;1033,35;968,55;64,80;;25,71;1007,69;1032,96;1033,40;996,20;37,20;;25,16;987,72;1012,58;1012,88;960,58;52,30;;22,29;990,58;1012,56;1012,87;989,72;23,15;;;;;;;;4,28;952,60;955,88;956,88;949,77;7,11;;8,46;965,91;973,19;974,37;962,81;11,56;;5,67;968,23;972,88;973,90;965,60;8,30;;4,21;949,58;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;9,92;946,59;955,68;956,51;940,96;15,55;;;;;;;;;7,32;932,23;938,68;939,55;914,85;24,70;;;;;;;;;20,32;921,33;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
11/01/2022;;11,51;942,19;953,04;953,70;927,51;26,19;;11,53;965,29;976,42;976,82;955,42;21,40;;14,69;961,96;976,23;976,65;922,25;54,40;;23,32;1010,03;1032,82;1033,35;968,55;64,80;;25,11;1008,29;1032,96;1033,40;996,20;37,20;;24,27;988,61;1012,58;1012,88;960,58;52,30;;22,36;990,51;1012,56;1012,87;989,72;23,15;;;;;;;;4,61;952,27;955,88;956,88;949,77;7,11;;7,21;967,16;973,19;974,37;962,81;11,56;;5,61;968,29;972,88;973,90;965,60;8,30;;4,05;949,74;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;9,12;947,39;955,68;956,51;940,96;15,55;;;;;;;;;7,28;932,27;938,68;939,55;914,85;24,70;;;;;;;;;0,85;940,80;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
25/01/2022;;12,06;941,64;953,04;953,70;927,51;26,19;;11,72;965,10;976,42;976,82;955,42;21,40;;14,97;961,68;976,23;976,65;922,25;54,40;;23,12;1010,23;1032,82;1033,35;968,55;64,80;;24,32;1009,08;1032,96;1033,40;996,20;37,20;;23,83;989,05;1012,58;1012,88;960,58;52,30;;22,68;990,19;1012,56;1012,87;989,72;23,15;;;;;;;;5,09;951,79;955,88;956,88;949,77;7,11;;7,20;967,17;973,19;974,37;962,81;11,56;;5,68;968,22;972,88;973,90;965,60;8,30;;4,56;949,23;953,14;953,79;944,86;8,93;;;;;;;;;;;;;;;;9,61;946,90;955,68;956,51;940,96;15,55;;;;;;;;;7,41;932,14;938,68;939,55;914,85;24,70;;;;;;;;;19,69;921,96;940,85;941,65;926,10;15,55;;;;;;;;;;;;;;;
